Loan_ID,Gender,Married,Dependent_No,Education,Self_Employed,Applicant_Income,CoApplicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Loan_Status
24062,Male,1,1,Not Graduate,1,66475,,60000,60,1,0
24063,Male,0,1,Not Graduate,0,30839,18820,20000,360,0,1
24064,Female,1,4,Not Graduate,1,5239,36490,40000,360,0,0
24065,Male,1,4,Not Graduate,0,51372,26011,50000,240,1,1
24066,Male,0,2,Graduate,1,84158,25288,40000,360,1,1
24067,Female,0,2,Graduate,0,86844,39433,40000,240,1,1
24068,Male,0,3,Not Graduate,1,59371,33351,60000,360,1,1
24069,,0,2,Graduate,1,77884,3182,60000,180,1,1
24070,Male,0,3,,0,66786,4204,60000,360,1,1
24071,Male,1,1,Not Graduate,0,96045,7303,30000,120,1,1
24072,Male,0,1,Graduate,0,43479,12519,50000,360,1,1
24073,Male,1,2,Not Graduate,0,90648,,20000,360,1,1
24074,Male,0,4,Not Graduate,1,26715,29682,50000,360,1,1
24075,Male,0,1,Not Graduate,0,20086,38923,30000,60,1,1
24076,Female,1,1,Not Graduate,1,88104,9142,10000,240,0,0
24077,Male,0,4,Graduate,1,77379,16632,60000,240,0,1
24078,,1,1,Not Graduate,0,28329,9524,60000,300,1,1
24079,Female,1,3,Not Graduate,1,90440,38218,60000,240,0,0
24080,Male,1,1,Not Graduate,1,87262,30699,60000,300,0,1
24081,Female,0,1,Not Graduate,1,51761,13938,60000,300,1,1
24082,Male,0,3,Graduate,0,48089,24887,40000,120,0,1
24083,Male,0,3,Not Graduate,1,47689,33017,30000,360,1,0
24084,Female,0,1,Not Graduate,1,51376,26620,60000,60,1,1
24085,Female,1,2,Graduate,1,95071,1653,10000,360,1,1
24086,Male,0,2,Not Graduate,0,43200,41501,50000,120,1,0
24087,Male,0,0,Not Graduate,1,32075,15028,20000,300,1,0
24088,Male,1,2,Graduate,1,70118,16014,40000,240,0,0
24089,Male,0,2,Not Graduate,0,43337,3635,40000,60,1,1
24090,Male,1,0,Not Graduate,0,42344,28948,10000,180,0,1
24091,Male,0,0,Graduate,1,87255,6595,40000,60,1,0
24092,,0,0,Not Graduate,1,14777,25351,10000,240,1,1
24093,Male,1,0,Graduate,0,79850,28883,20000,120,1,1
24094,Male,0,4,Not Graduate,0,45745,30261,10000,120,1,1
24095,Female,1,3,Not Graduate,1,66235,25561,10000,360,0,1
24096,Male,0,0,Not Graduate,0,53219,,60000,60,1,1
24097,Male,0,1,Graduate,0,66720,6800,10000,360,1,1
24098,Male,1,2,Not Graduate,1,86651,47730,20000,300,1,1
24099,Male,0,4,Graduate,0,60121,23669,20000,300,1,1
24100,Male,1,1,Not Graduate,0,17084,21423,30000,300,1,0
24101,Male,0,4,Graduate,1,40870,22217,50000,300,1,1
24102,Male,0,2,Not Graduate,1,24423,28071,30000,360,0,1
24103,Male,0,0,Not Graduate,1,86978,28439,30000,300,1,0
24104,Male,1,1,Not Graduate,0,17884,36963,40000,60,1,0
24105,Female,1,0,Graduate,1,16927,49979,30000,120,1,0
24106,Male,1,2,Graduate,1,89832,22861,20000,120,0,1
24107,,1,1,Graduate,1,34394,16463,10000,60,1,1
24108,Male,1,1,Not Graduate,1,31342,26078,20000,240,1,1
24109,Male,0,0,Not Graduate,1,84836,35102,40000,240,1,1
24110,Female,1,4,Not Graduate,1,81270,,20000,60,1,1
24111,Male,1,1,Not Graduate,1,55242,15484,20000,360,1,0
24112,Male,1,3,,1,82778,44971,10000,60,1,0
24113,Female,0,1,Not Graduate,1,25475,31863,50000,300,1,0
24114,Male,1,2,Not Graduate,0,40022,,60000,360,1,0
24115,Male,1,1,Not Graduate,1,2226,,40000,240,1,0
24116,Female,1,1,Graduate,0,99914,,40000,60,1,0
24117,Male,0,2,Not Graduate,1,73223,48817,20000,300,0,0
24118,Male,1,2,Graduate,0,27673,,60000,60,1,0
24119,Male,1,0,Graduate,0,33605,10563,50000,180,0,1
24120,Female,0,1,Not Graduate,1,2452,40147,60000,60,1,1
24121,Male,1,1,Not Graduate,1,40317,15784,20000,180,1,1
24122,Male,0,3,Not Graduate,1,34783,43502,40000,360,0,1
24123,Female,0,4,Not Graduate,0,38863,8838,30000,180,1,1
24124,,1,0,Not Graduate,1,65443,29565,30000,360,0,1
24125,Male,0,3,Graduate,1,34240,43173,60000,240,0,1
24126,Female,0,1,Not Graduate,0,43687,28088,10000,120,1,0
24127,Male,1,0,Not Graduate,1,45463,29567,50000,120,1,1
24128,Male,1,0,Graduate,1,41833,13190,60000,120,0,1
24129,Male,0,2,Not Graduate,1,40930,1070,50000,300,1,0
24130,Female,0,1,Not Graduate,0,41470,18017,10000,360,1,0
24131,,1,1,Not Graduate,0,90712,18172,50000,300,0,1
24132,Female,1,2,Graduate,0,78181,39206,60000,240,1,1
24133,Male,0,3,Not Graduate,1,73230,10162,10000,180,1,0
24134,Female,1,2,Graduate,1,78053,3266,50000,360,1,1
24135,Female,1,1,Not Graduate,0,33336,3313,20000,240,1,1
24136,Female,1,0,Not Graduate,1,34246,6019,60000,120,0,1
24137,Male,1,4,Graduate,1,63471,33162,20000,360,0,1
24138,Male,0,2,Graduate,1,26585,35649,30000,120,1,1
24139,Male,1,0,Not Graduate,1,13396,31646,30000,300,0,1
24140,Male,1,4,Not Graduate,0,77226,22374,10000,120,1,0
24141,Male,0,1,Not Graduate,1,45868,26871,60000,120,1,0
24142,Male,0,1,Not Graduate,0,42358,14156,40000,120,1,1
24143,Male,0,1,Graduate,1,99929,1047,10000,240,1,1
24144,Male,0,0,Not Graduate,0,55515,34758,10000,180,1,1
24145,Female,1,0,Graduate,0,31768,23296,10000,360,1,0
24146,,1,1,Not Graduate,0,53775,17322,30000,180,0,1
24147,Male,1,2,Not Graduate,1,12578,27147,30000,60,1,1
24148,Male,0,1,Not Graduate,1,90645,42693,40000,360,1,0
24149,Male,0,3,Not Graduate,0,43328,36141,10000,360,1,1
24150,Male,1,0,Not Graduate,0,81330,21099,20000,180,1,1
24151,Male,1,0,Graduate,0,89301,35945,50000,360,1,1
24152,Male,0,2,Not Graduate,0,9335,42077,20000,360,1,1
24153,Male,0,1,Not Graduate,1,65392,34669,20000,120,1,1
24154,Male,0,3,Not Graduate,0,45075,25613,60000,300,1,1
24155,Male,0,2,Not Graduate,0,74214,35143,30000,360,0,1
24156,Male,1,3,Not Graduate,1,9509,37894,60000,180,0,1
24157,Female,0,4,Not Graduate,1,64546,21718,20000,120,1,1
24158,Female,1,1,Graduate,1,77698,38388,50000,120,0,1
24159,Male,0,0,Not Graduate,1,52055,46296,50000,120,0,0
24160,Female,0,3,Graduate,0,2015,34568,10000,300,1,1
24161,Male,0,3,Not Graduate,1,35922,,10000,60,1,0
24162,Male,0,1,Not Graduate,1,14333,8912,60000,60,1,1
24163,Male,0,1,Not Graduate,1,15484,,10000,180,1,1
24164,Male,1,3,,1,27425,45800,60000,360,1,1
24165,Female,0,1,Not Graduate,1,34359,2229,30000,180,1,0
24166,Male,0,3,Not Graduate,1,5514,16855,40000,300,1,1
24167,Female,1,1,Not Graduate,1,78809,16921,50000,180,1,1
24168,Male,1,0,Graduate,1,74488,22940,20000,120,1,1
24169,Female,0,4,Not Graduate,0,35933,48008,50000,60,1,1
24170,Female,1,1,Not Graduate,0,72648,24013,50000,180,1,1
24171,Male,1,1,Not Graduate,0,38455,44032,50000,360,0,1
24172,,1,3,Graduate,1,83503,16512,50000,240,0,0
24173,,0,0,Not Graduate,0,77476,36594,50000,300,0,1
24174,Female,1,2,Not Graduate,1,46281,29702,30000,180,0,0
24175,Male,0,1,Not Graduate,0,88978,49290,10000,360,0,1
24176,Female,0,1,Not Graduate,1,19213,29734,40000,300,1,0
24177,Male,1,4,Graduate,1,78584,7269,20000,120,1,0
24178,Male,0,4,Not Graduate,1,21929,42402,20000,180,1,1
24179,Male,1,2,Not Graduate,1,86934,28023,60000,240,0,1
24180,Female,1,2,Not Graduate,0,73091,41930,50000,240,0,1
24181,Female,1,0,Not Graduate,1,48832,15066,50000,180,1,1
24182,Female,1,4,Graduate,1,18829,29970,10000,300,1,1
24183,Male,1,3,Graduate,0,99939,42609,20000,120,1,1
24184,,0,4,Graduate,0,26372,24433,60000,60,1,1
24185,Male,1,4,Not Graduate,1,23128,7252,30000,120,1,1
24186,Female,1,3,Graduate,0,86412,39905,30000,120,1,1
24187,Female,1,0,,1,55943,24355,20000,360,1,1
24188,Male,0,4,Not Graduate,1,49594,2561,60000,300,0,1
24189,Male,1,4,Not Graduate,1,60649,5219,10000,360,1,1
24190,Male,1,2,Graduate,1,31345,2207,40000,300,1,1
24191,Male,1,1,Not Graduate,0,13311,26937,30000,60,1,0
24192,Male,0,1,Not Graduate,1,58480,25882,60000,300,1,0
24193,Male,1,1,Not Graduate,0,30828,21572,60000,120,1,0
24194,Male,1,2,Not Graduate,1,20928,,50000,180,1,1
24195,Male,1,0,Not Graduate,0,55088,10006,10000,360,1,0
24196,Male,0,4,Graduate,1,15502,47002,60000,60,1,1
24197,Male,1,1,Not Graduate,1,6301,16521,60000,120,1,0
24198,Male,1,3,Graduate,1,5538,,30000,240,1,1
24199,Male,0,4,Not Graduate,0,72739,36225,20000,300,1,0
24200,Male,1,3,Not Graduate,0,40113,12955,50000,360,1,1
24201,Male,0,3,Graduate,0,37227,27870,30000,360,0,1
24202,Female,1,3,Graduate,1,96368,18369,10000,60,0,1
24203,Female,1,3,Graduate,1,37908,20153,30000,120,0,0
24204,Female,1,0,Graduate,0,90573,21061,50000,240,1,1
24205,Male,1,2,Not Graduate,0,74752,14581,60000,180,1,1
24206,Female,0,3,Graduate,0,95677,14392,60000,180,1,1
24207,Male,0,0,Not Graduate,0,10456,12799,60000,360,0,1
24208,Male,1,1,Not Graduate,0,5160,10609,50000,60,1,1
24209,Male,1,4,Graduate,1,78565,28717,30000,240,1,0
24210,Male,1,1,Not Graduate,0,99933,24704,10000,60,0,1
24211,Male,0,2,Not Graduate,1,89855,27658,50000,120,0,1
24212,Female,0,3,Graduate,1,67140,40492,30000,300,1,1
24213,Male,1,1,Graduate,1,62362,,30000,60,1,1
24214,Male,1,4,,1,51483,45914,60000,60,0,1
24215,Male,1,4,Not Graduate,1,55345,35980,50000,240,0,1
24216,Female,0,3,Graduate,1,36766,3262,10000,60,1,0
24217,Male,1,2,Graduate,0,22434,,10000,240,0,1
24218,Female,0,0,Not Graduate,0,61904,46718,30000,300,1,0
24219,Male,0,0,Not Graduate,1,41425,24803,20000,60,0,1
24220,Female,1,3,Not Graduate,1,17212,28645,50000,300,1,1
24221,Male,0,2,Graduate,0,43716,29439,10000,240,1,0
24222,Male,1,4,Not Graduate,1,68458,1507,40000,60,0,0
24223,Female,0,3,Not Graduate,0,2128,,60000,300,0,0
24224,Male,1,3,Not Graduate,1,90437,33892,50000,300,1,0
24225,Male,0,1,Graduate,1,80447,35964,10000,60,1,1
24226,Female,0,4,Not Graduate,1,81508,26804,30000,120,1,1
24227,Male,1,0,Not Graduate,0,24355,30008,50000,60,1,1
24228,Male,1,0,Not Graduate,0,85911,2099,20000,60,1,0
24229,Male,0,1,Graduate,0,23847,47342,40000,300,1,1
24230,Male,1,0,Graduate,0,86288,26510,30000,120,1,0
24231,Male,0,2,Graduate,1,28646,,30000,240,1,1
24232,Female,1,0,Not Graduate,0,28931,30260,60000,300,1,0
24233,Male,0,1,Not Graduate,1,59551,26082,60000,180,0,0
24234,Male,1,2,Graduate,1,19299,49919,30000,120,1,1
24235,,0,2,Not Graduate,0,39589,10429,50000,120,0,1
24236,Male,0,4,,0,11356,37599,10000,180,0,0
24237,Female,0,3,Graduate,1,34472,19913,40000,60,1,0
24238,Male,0,0,Not Graduate,0,77022,42908,40000,360,1,1
24239,Female,0,1,Graduate,1,83428,47892,20000,240,1,1
24240,Male,0,2,Graduate,0,62984,10639,10000,300,1,0
24241,Female,1,0,Not Graduate,0,51727,32006,10000,240,0,0
24242,,1,2,Graduate,1,1049,3304,50000,180,1,1
24243,Male,0,0,Not Graduate,1,81158,44320,50000,180,1,1
24244,Female,0,0,Not Graduate,1,56740,33800,30000,300,1,0
24245,Female,1,0,Not Graduate,1,75461,24223,50000,180,1,1
24246,Male,0,4,,1,7787,11243,30000,180,0,1
24247,Female,0,1,Graduate,1,11957,12918,60000,300,1,1
24248,Female,0,1,Graduate,1,42859,24146,50000,120,0,1
24249,Female,1,4,,1,43358,21021,40000,180,1,0
24250,Male,1,4,Graduate,1,31100,23728,10000,180,0,1
24251,Male,0,2,Graduate,1,97039,19693,50000,180,1,1
24252,Male,1,3,Not Graduate,1,40975,6782,30000,120,1,1
24253,,1,0,,0,59860,8576,30000,180,1,1
24254,Male,1,0,Graduate,1,9686,18210,30000,300,1,1
24255,Female,1,2,Not Graduate,0,13010,15231,60000,180,1,1
24256,Male,0,1,Not Graduate,1,79577,,40000,360,0,0
24257,Male,0,0,Not Graduate,1,38249,23210,10000,300,0,0
24258,Male,1,0,Graduate,0,86784,21641,50000,300,1,1
24259,Male,0,1,Not Graduate,0,88309,1276,30000,240,1,1
24260,Male,1,0,Graduate,1,71259,14255,30000,60,1,0
24261,Female,0,0,Not Graduate,1,70415,10769,60000,300,0,1
24262,Female,0,1,Not Graduate,1,39215,9229,60000,300,0,1
24263,Female,1,4,Graduate,1,77176,6895,20000,240,0,1
24264,Female,0,0,Not Graduate,1,5445,,40000,300,0,1
24265,Male,1,1,Not Graduate,1,58049,48600,20000,300,0,1
24266,Male,0,3,Not Graduate,0,84741,3434,50000,300,0,1
24267,Female,1,3,Not Graduate,0,3362,6210,60000,60,1,1
24268,Male,1,0,Not Graduate,1,83685,32750,50000,60,1,0
24269,Male,0,1,Graduate,0,78816,17849,50000,120,1,1
24270,Male,0,1,Not Graduate,1,39572,,60000,60,1,0
24271,Female,1,1,Not Graduate,0,49535,43095,10000,300,1,0
24272,Male,0,4,Not Graduate,0,48877,31428,10000,360,1,1
24273,Male,0,0,Not Graduate,0,23809,9088,60000,360,0,0
24274,Female,1,3,Not Graduate,0,72916,14395,60000,60,0,1
24275,,0,4,Not Graduate,1,17196,30886,40000,180,1,0
24276,Female,0,1,Not Graduate,1,61439,47348,10000,120,0,0
24277,Male,1,0,Not Graduate,1,88269,36933,40000,120,1,1
24278,Male,0,4,Not Graduate,0,64173,9649,40000,60,1,0
24279,Male,0,2,Graduate,1,98614,32268,30000,120,1,1
24280,Female,1,3,Not Graduate,0,82494,11137,30000,240,0,1
24281,Male,1,1,Not Graduate,1,28862,7393,60000,360,1,1
24282,Male,1,3,Graduate,1,11824,36051,50000,180,1,0
24283,Male,0,4,Not Graduate,1,15191,25923,40000,120,1,1
24284,Male,1,4,,1,84018,33057,50000,360,1,0
24285,Male,1,2,Not Graduate,0,38860,,20000,240,1,1
24286,Male,0,0,Not Graduate,0,41974,6520,20000,360,0,1
24287,Male,1,0,Graduate,1,52795,22316,40000,360,1,0
24288,Male,0,4,Not Graduate,0,83919,29182,30000,60,1,1
24289,Female,1,3,,1,2765,4765,20000,120,0,0
24290,Male,1,4,Not Graduate,0,24386,33223,30000,300,1,0
24291,Male,1,4,Graduate,1,16712,38732,50000,60,1,0
24292,,1,0,Not Graduate,0,29686,45043,40000,120,0,1
24293,Female,0,4,Not Graduate,1,4354,,60000,120,1,1
24294,Male,0,2,Not Graduate,0,86243,41931,50000,300,1,1
24295,Male,1,0,Not Graduate,1,56352,14854,20000,240,0,0
24296,Male,0,2,Not Graduate,1,65707,,20000,60,1,0
24297,Male,0,1,Not Graduate,1,23283,37988,10000,180,1,1
24298,Female,1,0,Not Graduate,1,63034,31662,50000,300,1,0
24299,Male,0,0,Graduate,0,55522,34528,60000,120,0,1
24300,Female,0,0,Graduate,0,90176,40560,10000,300,1,1
24301,Male,1,1,Graduate,0,61627,33072,40000,300,0,1
24302,Female,1,0,Not Graduate,0,74700,2044,40000,60,1,0
24303,Male,1,0,Not Graduate,0,70864,36282,50000,60,1,1
24304,Male,1,0,Not Graduate,1,84029,7467,60000,180,0,0
24305,Female,1,0,Graduate,0,31089,41730,50000,120,0,0
24306,Female,1,0,Graduate,1,27097,34033,30000,240,1,0
24307,Male,0,0,Not Graduate,0,89141,11047,60000,240,0,0
24308,Male,1,3,Graduate,1,40175,20991,30000,240,0,1
24309,Female,1,4,Not Graduate,0,94472,37828,20000,240,1,1
24310,Female,1,1,Not Graduate,1,16263,45871,20000,60,1,1
24311,Male,0,2,Not Graduate,0,43458,22199,30000,360,0,1
24312,Male,0,2,Graduate,0,41686,38910,60000,300,0,1
24313,Female,0,0,Graduate,0,58683,42191,50000,60,1,0
24314,Male,1,3,Not Graduate,1,89570,33141,40000,240,0,0
24315,Male,1,1,Not Graduate,0,64565,32598,10000,360,1,1
24316,Female,1,3,,0,89459,,60000,240,0,1
24317,Female,1,3,Graduate,1,36995,45901,30000,360,0,0
24318,Male,0,1,Not Graduate,1,6067,4020,50000,240,1,1
24319,Male,0,2,Not Graduate,0,71410,18283,20000,240,1,1
24320,Male,1,3,Not Graduate,1,72842,24150,10000,360,1,1
24321,Male,1,1,Graduate,0,49554,,30000,120,0,1
24322,Male,0,1,Not Graduate,1,53202,26689,60000,180,0,1
24323,Male,1,2,Not Graduate,1,71428,19154,60000,60,0,1
24324,Female,0,2,Graduate,0,53615,31674,20000,180,0,1
24325,Male,0,1,Not Graduate,0,58249,31016,20000,60,0,0
24326,Male,1,2,,0,36810,20955,30000,180,1,1
24327,Female,0,1,Graduate,1,27093,19565,40000,120,0,1
24328,Male,0,2,Graduate,0,68010,35429,60000,240,1,0
24329,Male,1,3,Graduate,1,72393,,40000,120,0,0
24330,Male,0,3,Graduate,1,31309,8868,50000,300,1,1
24331,Male,1,3,Graduate,0,16641,,30000,180,1,0
24332,Male,0,0,,1,14344,24403,30000,60,1,0
24333,Male,0,0,Graduate,1,20479,16930,50000,60,1,0
24334,Female,1,2,Graduate,1,73538,44750,20000,180,1,1
24335,Male,0,4,Graduate,0,53245,25492,30000,240,1,0
24336,Male,1,1,Not Graduate,0,1093,25703,20000,120,0,1
24337,Female,1,4,Not Graduate,1,50124,16897,50000,300,1,1
24338,Female,1,2,Not Graduate,0,36024,1204,40000,300,0,1
24339,Male,1,4,Graduate,1,5873,7650,50000,180,1,1
24340,Male,0,3,Not Graduate,1,60636,16091,60000,300,0,1
24341,Male,1,4,Graduate,0,82315,17619,20000,120,1,1
24342,Male,1,2,Not Graduate,0,90289,21355,30000,300,1,0
24343,Female,1,0,Graduate,0,61401,16138,10000,180,1,1
24344,Male,1,2,Not Graduate,1,5322,27552,10000,300,0,1
24345,Female,1,3,Graduate,0,57429,8900,20000,180,0,0
24346,Male,1,2,Graduate,0,92624,19731,20000,120,1,1
24347,Male,0,0,Graduate,1,56679,44288,30000,300,1,0
24348,Female,0,1,Not Graduate,1,45254,12625,50000,60,1,1
24349,Female,0,4,Not Graduate,1,19179,2539,40000,180,0,0
24350,Male,1,0,Graduate,1,52273,15127,40000,360,1,1
24351,Female,0,1,,1,12983,23592,60000,60,0,0
24352,Male,1,4,Not Graduate,1,75689,10429,40000,300,1,0
24353,Male,0,1,Not Graduate,0,32342,5481,30000,300,1,1
24354,Male,1,1,Not Graduate,0,58921,29395,30000,180,1,1
24355,Male,0,1,Graduate,1,55196,49327,30000,120,0,1
24356,Male,0,0,Not Graduate,1,3181,19689,10000,360,1,0
24357,Female,0,3,Graduate,1,26461,,60000,60,1,0
24358,Female,0,2,Graduate,1,7830,23205,10000,240,1,1
24359,Female,1,0,Graduate,1,15408,28982,10000,360,1,1
24360,Male,1,2,Not Graduate,0,65794,11424,20000,180,1,0
24361,Male,0,4,Graduate,0,20986,1405,50000,240,1,1
24362,Male,0,1,Graduate,0,86582,17555,40000,300,1,1
24363,Female,0,2,Not Graduate,1,51364,30693,10000,360,1,0
24364,Male,1,0,Not Graduate,1,27089,39074,50000,180,0,1
24365,Male,1,4,Not Graduate,1,92043,19576,40000,360,0,1
24366,Male,0,0,Not Graduate,1,57373,19663,30000,120,1,1
24367,Female,0,3,Graduate,1,30439,19957,30000,300,1,1
24368,Female,0,0,Not Graduate,1,16629,47549,40000,360,1,0
24369,,1,4,Not Graduate,1,92000,44370,50000,240,0,0
24370,Female,1,3,Not Graduate,0,25769,17823,20000,300,0,0
24371,Female,1,0,Graduate,0,72366,24456,40000,120,1,1
24372,Female,0,1,Not Graduate,1,23452,19980,40000,240,0,1
24373,Female,0,2,Not Graduate,0,46930,24589,30000,300,1,0
24374,Male,0,2,Not Graduate,0,89084,34880,20000,60,1,1
24375,Male,1,3,Graduate,0,61018,13924,30000,60,1,1
24376,Male,0,1,Graduate,1,71423,31988,30000,60,1,0
24377,,1,2,Not Graduate,1,71270,30066,30000,240,0,1
24378,Female,0,4,Not Graduate,0,25916,9178,60000,240,1,1
24379,Male,1,1,Graduate,0,97233,10271,50000,120,0,1
24380,Male,1,0,Not Graduate,0,83568,36566,40000,60,1,1
24381,Male,0,3,Graduate,1,66947,46618,50000,360,1,1
24382,Male,1,0,Graduate,0,74514,,40000,120,1,1
24383,Male,1,1,Not Graduate,1,81092,44204,30000,360,1,1
24384,Male,0,2,Not Graduate,1,1048,13593,20000,360,0,1
24385,Male,1,2,Not Graduate,1,81407,14325,30000,360,1,1
24386,Male,0,0,Graduate,1,49682,25394,10000,360,1,1
24387,Male,0,3,Graduate,1,31092,15990,60000,180,0,1
24388,Male,1,4,Graduate,1,63852,49997,40000,120,1,1
24389,Female,1,2,Not Graduate,1,37025,41661,60000,180,0,1
24390,Female,1,4,Not Graduate,1,21020,28277,60000,120,1,1
24391,Male,1,2,Not Graduate,0,17878,10249,50000,120,1,1
24392,Female,0,4,,1,59501,11003,10000,240,1,1
24393,Male,0,2,Not Graduate,1,84108,13296,30000,180,1,1
24394,Male,0,1,Not Graduate,1,20685,29313,10000,240,1,1
24395,Male,1,4,Graduate,0,61475,40714,20000,300,1,0
24396,Female,1,3,Graduate,0,59427,30305,40000,120,1,0
24397,Male,0,3,Graduate,1,25760,17195,10000,180,0,0
24398,Female,1,2,Not Graduate,1,62029,30582,40000,60,1,1
24399,Female,1,1,Not Graduate,1,90673,26675,10000,120,1,1
24400,Male,1,4,Not Graduate,1,5539,46515,40000,120,1,1
24401,Female,1,1,Graduate,1,38288,41249,40000,360,1,1
24402,Male,0,0,Not Graduate,0,49209,31317,60000,360,0,1
24403,Male,0,3,Graduate,0,29889,20403,30000,60,1,1
24404,Male,1,0,Graduate,1,74119,46911,20000,60,1,1
24405,Male,0,3,Not Graduate,0,86310,10661,10000,360,0,1
24406,Female,1,3,Not Graduate,0,8516,22621,60000,60,1,0
24407,Male,0,4,Not Graduate,1,24276,22751,50000,360,1,1
24408,Female,0,0,Not Graduate,1,82934,19191,50000,120,1,1
24409,Male,1,3,Not Graduate,1,31556,9811,60000,180,1,1
24410,Male,0,0,Graduate,0,4584,46381,10000,300,1,1
24411,Female,0,3,Not Graduate,1,13703,20755,30000,300,1,1
24412,Female,1,4,Graduate,0,48195,47512,30000,180,1,1
24413,Male,0,1,Not Graduate,0,34662,22674,10000,60,1,1
24414,Female,1,1,Not Graduate,0,26461,42982,40000,300,1,1
24415,Male,0,4,Graduate,1,78781,4855,30000,120,0,0
24416,Female,1,1,Graduate,1,45403,35280,30000,240,0,0
24417,Female,1,0,,1,32024,25578,10000,60,1,1
24418,Female,1,1,Not Graduate,0,10513,14389,30000,240,0,0
24419,Male,0,1,Graduate,1,11114,41581,30000,240,1,0
24420,,1,3,Not Graduate,1,75336,28734,20000,60,0,1
24421,Female,1,4,,0,8028,,40000,180,1,1
24422,Male,0,4,Not Graduate,0,37445,26678,50000,120,1,0
24423,Male,0,2,Not Graduate,0,40856,27207,20000,240,1,1
24424,Female,1,0,Graduate,1,13781,9183,10000,360,1,0
24425,Female,0,0,Not Graduate,0,11540,41298,10000,300,1,1
24426,Female,1,3,Graduate,0,93856,21452,60000,120,1,1
24427,Male,0,1,Not Graduate,1,8919,23852,40000,360,0,1
24428,Female,1,2,Not Graduate,1,44652,42577,60000,300,1,0
24429,Male,0,2,,1,39453,44921,40000,120,0,1
24430,Female,0,2,Graduate,0,38856,35794,60000,300,1,0
24431,Male,0,2,Not Graduate,1,67019,18585,60000,180,1,1
24432,Female,1,0,Not Graduate,1,29656,9167,40000,300,1,1
24433,Male,1,3,,1,85562,36633,20000,180,0,0
24434,Male,0,4,Graduate,1,18925,14832,20000,120,1,1
24435,Male,0,4,Not Graduate,0,76183,29857,20000,120,1,1
24436,Male,1,3,Graduate,1,74024,,50000,240,1,1
24437,Male,1,3,,1,18016,45328,50000,180,0,1
24438,Male,1,2,Not Graduate,1,36128,38316,30000,300,1,1
24439,Female,0,2,Not Graduate,1,50641,19524,40000,240,1,0
24440,Female,1,2,Not Graduate,1,61034,14627,50000,300,1,1
24441,Female,1,4,Not Graduate,1,93157,,60000,360,1,0
24442,Male,0,3,,0,60485,17430,40000,360,1,1
24443,Female,0,0,Graduate,1,98811,36770,40000,180,1,1
24444,Male,1,3,Not Graduate,0,75858,5586,30000,360,0,1
24445,Male,1,0,Not Graduate,0,51055,,50000,60,1,1
24446,Male,1,0,Graduate,1,8607,,60000,180,0,1
24447,Male,1,0,Graduate,0,36049,43684,40000,180,0,1
24448,Male,0,1,Not Graduate,0,32193,25608,30000,360,1,1
24449,Male,1,4,Graduate,0,22561,37851,20000,60,1,1
24450,Male,0,2,Not Graduate,1,99408,9601,20000,240,0,0
24451,Female,1,2,Not Graduate,1,26985,44857,10000,300,0,0
24452,Male,1,4,Not Graduate,0,29959,29877,10000,360,1,1
24453,Male,1,1,Not Graduate,0,66092,21291,50000,300,0,0
24454,Male,0,4,,1,49027,45008,20000,120,1,0
24455,Male,1,1,Not Graduate,1,48873,3755,60000,240,1,0
24456,Male,0,3,Graduate,1,41367,45543,10000,60,1,0
24457,Male,0,1,Graduate,1,2940,1438,40000,60,1,1
24458,Male,0,1,Not Graduate,1,89429,48656,50000,120,1,0
24459,Male,1,2,Graduate,1,98562,4861,40000,120,1,0
24460,Male,0,0,Not Graduate,1,71534,30451,60000,300,1,1
24461,Male,1,4,Graduate,1,55181,44634,50000,180,1,1
24462,Female,1,0,Not Graduate,0,45329,28561,30000,240,1,0
24463,,1,3,Graduate,1,19856,34671,60000,240,1,1
24464,Female,0,0,Graduate,1,39798,43899,10000,180,1,1
24465,Male,0,3,Graduate,0,87387,40126,20000,180,0,0
24466,Female,1,1,Graduate,0,10192,20728,50000,360,1,1
24467,,1,3,Not Graduate,0,94518,,50000,240,0,1
24468,Female,1,4,Graduate,0,94288,16087,60000,60,1,0
24469,Male,0,4,Graduate,1,82268,3059,20000,60,1,1
24470,Female,1,4,Graduate,1,92060,1706,30000,180,1,1
24471,Male,0,1,Graduate,1,98478,14071,30000,60,1,0
24472,Female,0,4,Not Graduate,0,58684,9695,60000,60,0,1
24473,Male,1,0,Graduate,1,6413,26066,40000,240,0,0
24474,Female,0,2,Not Graduate,1,12696,28935,10000,120,1,0
24475,Male,0,1,Not Graduate,1,55663,19639,20000,360,0,0
24476,Male,1,1,Not Graduate,0,97691,47705,30000,180,1,1
24477,Female,0,3,,0,71399,2479,50000,300,1,0
24478,Male,0,0,Not Graduate,1,45637,10183,30000,300,1,1
24479,Female,1,2,Not Graduate,0,25145,30371,10000,180,1,0
24480,Female,1,3,Not Graduate,1,32315,,40000,360,1,1
24481,Female,1,0,Graduate,1,23382,36695,40000,360,1,1
24482,Male,0,2,Graduate,0,5190,4284,10000,300,0,1
24483,Female,0,2,,1,31796,34781,40000,360,1,1
24484,Female,0,3,Not Graduate,1,9548,45888,30000,360,1,1
24485,Male,0,4,Not Graduate,1,17697,28723,30000,180,1,1
24486,Male,1,2,Graduate,0,42177,2057,40000,180,1,1
